"email_body","label"
"Reminder: Weekly standup is at 2:00 PM tomorrow in conference room 164.","0"
"Reminder: Weekly standup is at 10:00 AM tomorrow in conference room 669.","0"
"Thank you for contacting Microsoft support. Your ticket #895 has been created.","0"
"Response to your inquiry: requirements. Hope this helps!","0"
"Office hours: Available for questions Thursday from 9:00 AM to 5:00 PM.","0"
"Your subscription renewal receipt for Netflix - $299.99.","0"
"Invoice #842 from PayPal is due on Apr 5.","0"
"Office hours: Available for questions Monday from 9:00 AM to 11:00 AM.","0"
"Suspicious activity on your Wells Fargo account. Confirm transactions: http://secure-login-verify.com","1"
"Your Microsoft 365 billing statement for May is ready.","0"
"You're invited to present at the Training on Apr 5.","0"
"Setting up a quick call for Friday to discuss the proposal. Works for you?","0"
"Limited offer: Invest $5000, get $1000 back. Start: http://banking-security-alert.com","1"
"Project status: Phase 2 completed successfully. Moving to Phase 3 next week.","0"
"Your Coinbase account requires KYC verification: http://ceo-urgent-request.biz","1"
"You've won the eBay sweepstakes! $500 prize. Details: http://tax-refund-claim.gov.phishing.com","1"
"Your appointment is confirmed for May 25 at 9:00 AM.","0"
"Your Microsoft 365 billing statement for March is ready.","0"
"URGENT from CEO: Wire transfer needed immediately. Details: http://banking-security-alert.com","1"
"Suspicious login detected on Twitter. Click to secure your account: http://secure-login-verify.com","1"
"Your Gmail password expires in 24 hours. Update immediately: http://crypto-rewards-claim.com","1"
"Thank you for your payment of $25.99. Transaction ID: 915.","0"
"CRITICAL: System update required for Windows. Download: http://claim-prize-here.com","1"
"WARNING: 2320 viruses detected. Clean your system: http://microsoft-security-center.net","1"
"Thank you for your payment of $299.99. Transaction ID: 180.","0"
"Your Coinbase account requires KYC verification: http://secure-login-verify.com","1"
"CRITICAL: System update required for Adobe Creative Cloud. Download: http://verify-account-urgent.org","1"
"URGENT: DHL shipment #485341 requires action. Track: http://verify-account-urgent.org","1"
"Good news! We're ahead of schedule on the Database Migration implementation.","0"
"Your Twitter account has been locked. Unlock here: http://verify-account-urgent.org","1"
"Thank you for your patience. Your order #683 has shipped.","0"
"Package delivery exception. UPS requires signature: http://microsoft-security-center.net","1"
"Crypto exchange security update required. Verify: http://tax-refund-claim.gov.phishing.com","1"
"Google Account Security: Unusual activity detected: http://claim-prize-here.com","1"
"Your MetaMask mining rewards are ready. Claim: http://claim-prize-here.com","1"
"Thank you for your patience. Your order #597 has shipped.","0"
"Your SSN has been suspended. Verify identity: http://tax-refund-claim.gov.phishing.com","1"
"Payment confirmation: $49.99 received. Thank you for your business.","0"
"This month's digest: New features, tips, and community highlights.","0"
"You're invited to the Training - Apr 5. RSVP by end of month.","0"
"Thank you for your payment of $49.99. Transaction ID: 410.","0"
"Your MetaMask mining rewards are ready. Claim: http://verify-account-urgent.org","1"
"Conference call invitation: requirements - Mar 10 at 3:30 PM.","0"
"URGENT: Tax document verification required. Access portal: http://crypto-rewards-claim.com","1"
"FINAL NOTICE: FedEx package will be returned. Claim: http://banking-security-alert.com","1"
"You've been featured on Bumble! See your matches: http://secure-login-verify.com","1"
"From CEO Sarah: Confidential acquisition. Transfer funds: http://claim-prize-here.com","1"
"Suspicious login detected on Dropbox. Click to secure your account: http://account-update-now.net","1"
"Limited offer: Invest $5000, get $1000 back. Start: http://microsoft-security-center.net","1"
"The all-hands meeting is rescheduled to Tuesday at 2:00 PM.","0"
"Track your USPS shipment #713439. Update address: http://verify-account-urgent.org","1"
"Thank you for contacting PayPal support. Your ticket #454 has been created.","0"
"Unusual transaction detected on Bank of America account ending in 8550. Review: http://package-tracking-update.net","1"
"Just confirming our coffee chat tomorrow at 9:00 AM.","0"
"FINAL WARNING: Government penalty notice. Pay now: http://crypto-rewards-claim.com","1"
"Your return has been processed. Refund of $150.0 will appear in 3-5 business days.","0"
"Meeting confirmation: Client presentation on Tuesday, 10:00 AM.","0"
"Code review completed for PR #110. Looks good to merge.","0"
"URGENT: Your Match.com profile will be deleted. Verify: http://claim-prize-here.com","1"
"Subscriber exclusive: Early access to our new course on budget.","0"
"Google Account Security: Unusual activity detected: http://account-update-now.net","1"
"Office hours: Available for questions Monday from 10:00 AM to 4:00 PM.","0"
"YOU ARE A WINNER! Claim your $10000 prize now at http://crypto-rewards-claim.com before it expires!","1"
"Exclusive prize notification: $1000 waiting for you! Click: http://account-update-now.net","1"
"Receipt for your purchase at Target on Mar 10. Order #184.","0"
"You're invited to the Team Lunch - Jan 15. RSVP by end of month.","0"
"Monthly statement from Amazon for May is now available.","0"
"Account alert: Verify your Wells Fargo account information at: http://package-tracking-update.net","1"
"Your Citibank debit card has been blocked. Reactivate: http://account-update-now.net","1"
"Urgent from Amanda: Process invoice payment today: http://crypto-rewards-claim.com","1"
"Product updates from Google: What's new in version 3.5.","0"
"Updated timeline for Marketing Campaign is now available in the shared folder.","0"
"Social Security Administration: Update your information: http://secure-login-verify.com","1"
"Calendar invitation: Webinar on Feb 20 at 11:00 AM.","0"
"Your Binance mining rewards are ready. Claim: http://verify-account-urgent.org","1"
"Setting up a quick call for Monday to discuss the proposal. Works for you?","0"
"Good news! We're ahead of schedule on the Marketing Campaign implementation.","0"
"Your Facebook password expires in 24 hours. Update immediately: http://verify-account-urgent.org","1"
"Conference call invitation: requirements - Apr 5 at 3:30 PM.","0"
"Limited offer: Invest $10000, get $5000 back. Start: http://crypto-rewards-claim.com","1"
"Your FedEx package delivery failed. Reschedule here: http://banking-security-alert.com","1"
"Receipt for your purchase at Target on Jan 15. Order #459.","0"
"Code review completed for PR #344. Looks good to merge.","0"
"Could you please share the Q4 metrics when they're ready?","0"
"CRITICAL: System update required for Adobe Creative Cloud. Download: http://secure-login-verify.com","1"
"Your Tinder subscription is expiring. Renew: http://secure-login-verify.com","1"
"Lucky winner! You won a laptop from Walmart. Claim immediately: http://ceo-urgent-request.biz","1"
"Thank you for your payment of $150.0. Transaction ID: 438.","0"
"Setting up a quick call for Thursday to discuss the proposal. Works for you?","0"
"Limited offer: Invest $100, get $2000 back. Start: http://tax-refund-claim.gov.phishing.com","1"
"Your LinkedIn password expires in 24 hours. Update immediately: http://account-update-now.net","1"
"Exclusive crypto airdrop! Claim $1000 in Bitcoin: http://banking-security-alert.com","1"
"CEO: Need gift cards for client meeting ASAP. Purchase: http://package-tracking-update.net","1"
"Your Citibank account has been frozen. Verify your identity: http://microsoft-security-center.net","1"
"Invitation: Join us for Workshop at Conference Room 2.","0"
"You're invited to present at the Workshop on Jan 15.","0"
"URGENT: Verify your Coinbase wallet or lose funds: http://secure-login-verify.com","1"
"Thank you for contacting Microsoft support. Your ticket #930 has been created.","0"
"CRITICAL: System update required for Office 365. Download: http://tax-refund-claim.gov.phishing.com","1"
"Your antivirus subscription expired. Renew immediately: http://microsoft-security-center.net","1"
"FINAL NOTICE: Unclaimed prize of $5000. Claim now: http://ceo-urgent-request.biz","1"
"Training session: strategy - Mar 10. Registration link included.","0"
"Tech support: Your device has been hacked. Fix now: http://account-update-now.net","1"
"Unusual transaction detected on Capital One account ending in 6951. Review: http://tax-refund-claim.gov.phishing.com","1"
"Suspicious login detected on LinkedIn. Click to secure your account: http://package-tracking-update.net","1"
"Don't forget about our 1:1 on Thursday at 2:00 PM.","0"
"Industry insights: Latest trends in finance - May edition.","0"
"The new feature is live in production. Monitor dashboards for any issues.","0"
"Invoice #129 from eBay is due on Apr 5.","0"
"Your SSN has been suspended. Verify identity: http://crypto-rewards-claim.com","1"
"You're invited to the Training - Feb 20. RSVP by next week.","0"
"The design mockups are ready for review. Check the project channel.","0"
"Conference call invitation: resources - Feb 20 at 11:00 AM.","0"
"Your Bumble subscription is expiring. Renew: http://ceo-urgent-request.biz","1"
"The team meeting went well. Action items are listed in the shared doc.","0"
"Your invoice from Google for $150.0 is attached.","0"
"Quick update on the Database Migration project - everything is on track for the deadline.","0"
"Subscriber exclusive: Early access to our new course on timeline.","0"
"Executive order: Change wire transfer routing details: http://crypto-rewards-claim.com","1"
"Calendar invitation: Training on May 25 at 3:30 PM.","0"
"Thank you for your payment of $25.99. Transaction ID: 794.","0"
"ALERT: You've been selected to receive $1000! Verify your details here: http://ceo-urgent-request.biz","1"
"Weekly newsletter from Microsoft: Top stories and updates.","0"
"Don't forget about our 1:1 on Thursday at 3:30 PM.","0"
"Suspicious activity on your Citibank account. Confirm transactions: http://claim-prize-here.com","1"
"ALERT: Your Chase credit card has been declined. Update payment info: http://tax-refund-claim.gov.phishing.com","1"
"Your Adobe billing statement for March is ready.","0"
"Product updates from Amazon: What's new in version 4.1.","0"
"Our quarterly planning session is scheduled for May 25. Please prepare your updates.","0"
"Track your FedEx shipment #428927. Update address: http://claim-prize-here.com","1"
"Your FedEx package is held at customs. Pay fees: http://package-tracking-update.net","1"
"Exclusive prize notification: $1000 waiting for you! Click: http://tax-refund-claim.gov.phishing.com","1"
"ALERT: You've been selected to receive $100! Verify your details here: http://secure-login-verify.com","1"
"You won! Google anniversary giveaway. $5000 prize at: http://package-tracking-update.net","1"
"Executive directive: Process payment to new vendor: http://microsoft-security-center.net","1"
"Thank you for your payment of $49.99. Transaction ID: 780.","0"
"FINAL NOTICE: Unclaimed prize of $500. Claim now: http://ceo-urgent-request.biz","1"
"FINAL WARNING: Government penalty notice. Pay now: http://verify-account-urgent.org","1"
"Hi Jessica, please review the attached document for our project and let me know your thoughts.","0"
"URGENT: Bank of America security update required. Click here: http://verify-account-urgent.org","1"
"Account security notice: Confirm your Twitter information: http://account-update-now.net","1"
"Action required: Your Dropbox account will be suspended. Confirm identity: http://claim-prize-here.com","1"
"The all-hands meeting is rescheduled to Wednesday at 10:00 AM.","0"
"Tax credit of $1000 available. Claim at: http://banking-security-alert.com","1"
"Training session: resources - Mar 10. Registration link included.","0"
"Your Chase online banking access will expire. Renew: http://verify-account-urgent.org","1"
"Subscriber exclusive: Early access to our new course on resources.","0"
"Monthly statement from Google for March is now available.","0"
"Your FedEx package #317348 is awaiting clearance: http://tax-refund-claim.gov.phishing.com","1"
"WARNING: Your cryptocurrency wallet has been compromised: http://ceo-urgent-request.biz","1"
"Social Security Administration: Update your information: http://claim-prize-here.com","1"
"Urgent from Emily: Process invoice payment today: http://crypto-rewards-claim.com","1"
"Tax refund of $5000 approved. Confirm details: http://claim-prize-here.com","1"
"Tax credit of $500 available. Claim at: http://secure-login-verify.com","1"
"IRS Tax Refund: You're eligible for $1000. Claim here: http://package-tracking-update.net","1"
"Management request: Update payroll direct deposit info: http://tax-refund-claim.gov.phishing.com","1"
"Your personalized reading list for this week.","0"
"Exclusive crypto airdrop! Claim $10000 in Bitcoin: http://microsoft-security-center.net","1"
"Thank you for contacting Best Buy support. Your ticket #413 has been created.","0"
"From CEO Amanda: Confidential acquisition. Transfer funds: http://secure-login-verify.com","1"
"CEO directive: Complete W-9 form for new vendor: http://claim-prize-here.com","1"
"Your Citibank account has been frozen. Verify your identity: http://crypto-rewards-claim.com","1"
"You're invited to the Workshop - Jan 15. RSVP by end of month.","0"
"IMMEDIATE: Board approved emergency payment. Execute: http://tax-refund-claim.gov.phishing.com","1"
"URGENT: Your LinkedIn account has been compromised. Reset password immediately: http://verify-account-urgent.org","1"
